,finalized_title,standard_title,Available Globally?,Release Date,Hours Viewed,Runtime_minutes,Views,release_year,type,genres,production_countries,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,description,age_certification,runtime,seasons
4509,Carole & Tuesday,carole  tuesday,Yes,4/9/19,300000,282.0,100000,2019,SHOW,"['scifi', 'drama', 'animation', 'music']",['JP'],7.8,2038.0,9.913,7.4,"Fifty years have passed since mankind began migrating to the new frontier: Mars. It's an age where most culture is produced by AI, and people are content to be passive consumers.  There's a girl. Scrapping a living in the metropolis of Alba City, she's working part time while trying to become a musician. She's always felt like something is missing. Her name is Carole.There's a girl. Born to a wealthy family in the provincial town of Herschel City, she dreams of becoming a musician, but nobody around her understands. She feels like the loneliest person in the world. Her name is Tuesday.

A chance meeting brings them together. They want to sing. They want to make music. Together, they feel like they just might have a chance. The two of them may only create a tiny wave. But that wave will eventually grow into something larger...",TV-PG,24,1.0
4511,Champions,champions,No,6/11/18,300000,224.0,100000,2018,SHOW,['comedy'],['US'],6.0,3890.0,4.61,5.5,"Vince, a charismatic gym owner with no ambition lives with his younger brother Michael, a gorgeous idiot. Their simple life of women and working out is put on hold when the teenage son of Vince is dropped off on their doorstep by Priya, one of his old high school flings.",TV-PG,21,1.0
4518,Connected (2008),connected,Yes,8/2/20,300000,267.0,100000,2008,MOVIE,"['thriller', 'action', 'crime']","['CN', 'HK']",6.6,2291.0,4.903,6.3,"A debt collector receives a call from a woman who is kidnapped by an unknown gang. He thinks it is a joke but soon, he realises that it is not a prank.",Unkown,110,1
4521,Cooked,cooked,Yes,2/19/16,300000,214.0,100000,2016,SHOW,['documentation'],['US'],7.6,43.0,3.188,7.5,"Explored through the lenses of the four natural elements – fire, water, air and earth – COOKED is an enlightening and compelling look at the evolution of what food means to us through the history of food preparation and its universal ability to connect us. Highlighting our primal human need to cook, the series urges a return to the kitchen to reclaim our lost traditions and to forge a deeper, more meaningful connection to the ingredients and cooking techniques that we use to nourish ourselves.",TV-PG,53,1.0
4522,Countdown (2019),countdown,Yes,9/6/21,300000,250.0,100000,2019,MOVIE,"['horror', 'thriller', 'european']",['US'],7.4,92.0,39.006,6.4,"A young nurse downloads an app that tells her she only has three days to live. With time ticking away and a mysterious figure haunting her, she must find a way to save her life before time runs out.",PG-13,90,1
4524,Country Ever After,country ever after,No,11/6/20,300000,288.0,100000,2020,SHOW,"['reality', 'music']",['US'],6.4,170.0,1.11,9.7,"Country artist Coffey Anderson and his wife, hip-hop dancer Criscilla, juggle family life, career goals and tests of faith in this reality series.",TV-PG,24,1.0
4525,Daughters of Destiny,daughters of destiny,Yes,7/28/17,300000,242.0,100000,2017,SHOW,['documentation'],['IN'],8.6,922.0,2.962,7.7,Five girls from India's most impoverished families attend a boarding school designed to create opportunities as they strive for a brighter future.,Unkown,61,1.0
4528,Dino Girl Gauko,dino girl gauko,Yes,11/22/19,300000,188.0,100000,2019,SHOW,"['fantasy', 'scifi', 'animation', 'comedy', 'family']",['JP'],6.9,71.0,5.127,9.0,A children's animation on a seemingly typical girl who turns into a ferocious dinosaur when she is angry.,Unkown,9,2.0
4530,Eternally Confused and Eager for Love,eternally confused and eager for love,Yes,3/18/22,300000,182.0,100000,2022,SHOW,"['comedy', 'romance']",['IN'],6.7,1680.0,6.09,6.4,"Often (mis)guided by a cheeky imaginary wizard, an awkward and lonely 20-something struggles to get out of his own way in his quest for a girlfriend.",TV-MA,23,1.0
4531,Exhibit A,exhibit a,Yes,6/28/19,300000,145.0,100000,2019,SHOW,"['documentation', 'thriller', 'crime', 'family']",['US'],6.3,1055.0,7.419,7.4,"It centers on disgraced former prosecutor, Andrew Cho, whose career is sabotaged by the corrupt power brokers he's working to take down. But in losing everything, Andrew discovers something new: a life of purpose.",TV-14,36,1.0
4534,He's Expecting,hes expecting,Yes,4/21/22,300000,205.0,100000,2022,SHOW,"['drama', 'comedy', 'romance', 'fantasy']",['JP'],2.0,3019.0,11.314,4.0,"When a successful ad executive who's got it all figured out becomes pregnant, he's forced to confront social inequities he'd never considered before.",TV-PG,26,1.0
4535,History of Swear Words,history of swear words,Yes,1/5/21,300000,124.0,100000,2021,SHOW,"['documentation', 'comedy']",['US'],6.4,4877.0,5.6,7.0,This proudly profane series explores the history and impact of some of the most notorious bad words in the English language.,TV-MA,21,1.0
4536,Home for Christmas,home for christmas,Yes,12/5/19,300000,177.0,100000,2019,SHOW,"['comedy', 'drama', 'romance']",['NO'],7.7,13794.0,8.298,7.3,"When the constant comments on her single status and society's expectations of the perfect family Christmas finally get to 30-year-old Johanne, she starts a 24-day hunt for a partner to bring home for Christmas.",TV-MA,29,2.0
4538,Hot Girls Wanted (2015),hot girls wanted,Yes,4/21/17,300000,282.0,100000,2015,MOVIE,['documentation'],['US'],6.1,17557.0,37.12,5.914,A first-ever look at the realities of the professional “amateur” porn world and the steady stream of 18-to-19-year old girls entering into it.,Unkown,84,1
4540,Huge in France,huge in france,Yes,4/12/19,300000,246.0,100000,2019,SHOW,['comedy'],['FR'],6.7,2832.0,1.672,5.4,Famous comedian Gad Elmaleh moves to LA to reconnect with his son and must learn to live without the celebrity perks he's accustomed to in France.,TV-MA,31,1.0
4541,If I were an Animal,if i were an animal,No,,300000,273.0,100000,2016,SHOW,['documentation'],['FR'],7.4,92.0,0.903,7.4,"Curious kids Emma and her big brother Tim observe different animals as they make their way through various life milestones, from birth to adulthood.",TV-G,10,1.0
4546,Ladies First,ladies first,Yes,8/9/23,300000,170.0,100000,2017,MOVIE,"['documentation', 'comedy', 'romance']",['IN'],3.9,25.0,5.889,7.5,"An inspirational survival story of Deepika Kumari who, as a girl born on the roadside to abject poverty in rural India, went in search of food, stumbled upon archery, and within 4 years became the Number One archer in the World.",G,39,1
4548,Levius,levius,Yes,11/28/19,300000,302.0,100000,2019,SHOW,"['animation', 'action', 'scifi']",['JP'],6.9,539.0,7.629,7.9,"A young man whose parents became casualties of war. He is taken in by his uncle Zack, and it is there that Levius begins to immerse himself in the world of metal boxing as if led by fate itself, and his innate ability for the martial art blossoms.",Unkown,25,1.0
4550,Lost Song,lost song,Yes,3/31/18,300000,290.0,100000,2018,SHOW,"['animation', 'action', 'scifi', 'drama', 'fantasy', 'music', 'romance']",['JP'],7.0,375.0,4.07,8.2,"Rin, an energetic girl who loves to eat, lives in a verdant frontier village.

Deep within the royal palace in the bustling capital city, the songstress Finis spends her days in solitude.

Both share a special power no other person has. A miraculous power that can heal wounds, create water and stir the wind -- the power of song.  Guided by destiny, the two young women each face an arduous journey with the power of song.

The shadow of war looms over the kingdom, tainting even the miraculous songs with the blood of innocents.

Loved ones meet their deaths as silent screams echo through a stone prison.  As two destinies intersect, will the final song be one of despair, hope or...?",TV-14,24,1.0
4552,Magic for Humans Spain,magic for humans spain,No,3/26/21,300000,144.0,100000,2021,SHOW,"['reality', 'comedy']",['ES'],6.0,81.0,1.119,4.2,"In this Spanish adaptation of ""Magic for Humans,"" folks of all ages on the streets of Barcelona are amazed by tricks that inspire delight and wonder.",TV-MA,23,1.0
4553,Masaba Masaba,masaba masaba,Yes,8/28/20,300000,184.0,100000,2020,SHOW,"['comedy', 'drama']",['IN'],6.7,1760.0,8.408,9.0,"Real life mom-daughter duo Neena and Masaba Gupta play versions of themselves in this playful, fictional peek into their lives in fashion and film.",TV-MA,28,2.0
4558,Mr. Good: Cop or Crook?,mr good,Yes,6/3/22,300000,203.0,100000,2022,SHOW,"['documentation', 'crime']",['NO'],6.9,369.0,2.821,5.4,"In this riveting docuseries, when Norway's top cop is suspected of drug trafficking, investigators must ask: Is he a good officer or a major criminal?",TV-14,51,1.0
4559,My Runway,my runway,Yes,,300000,143.0,100000,2016,SHOW,"['comedy', 'drama', 'fantasy', 'romance']",['KR'],6.3,266.0,10.522,7.6,An egotistic top male model and a pretty model wannabe are forced to live each other's lives until they figure out a way to undo their body switch.,TV-14,24,1.0
4595,Pretend It's a City,pretend its a city,Yes,1/8/21,300000,208.0,100000,2021,SHOW,"['comedy', 'documentation']",['US'],8.1,7296.0,3.576,7.6,"Wander the New York City streets and fascinating mind of wry writer, humorist and raconteur Fran Lebowitz as she sits down with Martin Scorsese.",TV-14,29,1.0
4598,Reasonable Doubt: A Tale of Two Kidnappings,reasonable doubt,Yes,11/23/21,300000,186.0,100000,2021,SHOW,"['crime', 'documentation']",['MX'],7.6,195.0,3.497,7.0,A fender bender that turned into a kidnapping case leads documentalist Roberto Hernández to expose the truth behind Mexico's flawed justice system.,TV-MA,47,1.0
4600,Rilakkuma and Kaoru,rilakkuma and kaoru,Yes,4/19/19,300000,158.0,100000,2019,SHOW,"['animation', 'comedy', 'drama', 'family']",['JP'],8.2,1616.0,8.237,7.4,"Kaoru's unexpected new roommate is Rilakkuma, a bear with a zipper on its back that spends each day just lazing around -- but is impossible to hate.",TV-PG,12,1.0
4601,Samurai Gourmet,samurai gourmet,Yes,3/16/17,300000,255.0,100000,2017,SHOW,['comedy'],['JP'],8.1,2099.0,5.009,7.9,Recent retiree Takeshi rediscovers his passion for food and life by getting in touch with his inner warrior and eating what he truly desires.,Unkown,21,1.0
4602,SanPa: Sins of the Savior,sanpa,Yes,12/30/20,300000,301.0,100000,2020,SHOW,"['documentation', 'history', 'crime']",['IT'],7.8,1526.0,1.775,7.6,"Amidst a heroin crisis, Vincenzo Muccioli cared for the addicted, earning him fierce public devotion -- even as charges of violence began to mount.",Unkown,60,1.0
4603,Styling Hollywood,styling hollywood,No,8/30/19,300000,291.0,100000,2019,SHOW,['reality'],['US'],6.6,361.0,1.289,10.0,Stylist and interior designer Jason Bolden and husband Adair Curtis of JSN Studio make the magic happen on the red carpet and at home for A-listers.,TV-14,36,1.0
4604,The Cabin with Bert Kreischer,the cabin with bert kreischer,No,10/13/20,300000,132.0,100000,2020,SHOW,"['comedy', 'reality']",[],6.6,1637.0,4.845,8.8,"Fast-living comic Bert Kreischer heads to a cabin for some self-care and invites his funny friends to join his quest to cleanse his mind, body and soul.",TV-MA,27,1.0
4606,The Fix,the fix,Yes,12/14/18,300000,267.0,100000,2018,SHOW,['comedy'],['US'],7.0,1957.0,1.555,6.5,"Comedians Jimmy Carr, D.L. Hughley and Katherine Ryan tackle the world's woes with help from a rotating crew of funny guests and an actual expert.",TV-MA,27,1.0
4607,The Future Of,the future of,Yes,6/21/22,300000,247.0,100000,2022,SHOW,['documentation'],['US'],4.7,165.0,6.998,6.6,"With the help of industry experts, this innovative docuseries examines new and emerging technological trends to imagine revolutionary possibilities.",TV-14,20,1.0
4608,The Guardians of Justice,the guardians of justice,Yes,3/1/22,300000,206.0,100000,2022,SHOW,"['action', 'scifi']",['US'],7.4,92.0,55.768,6.8,"When their seemingly fearless leader self-destructs, a team of troubled superheroes must confront festering evil in the world — and in themselves.",TV-MA,29,1.0
4610,The Neighbor,the neighbor,Yes,12/31/19,300000,282.0,100000,2019,SHOW,"['comedy', 'action']",['ES'],6.5,2152.0,11.332,6.5,"Javier is going through a bad patch: he can hardly make it to the end of the month, his business of T-shirts with de-motivational slogans is not quite getting the attention, and his relationship with Lola is shacking. The least thing he needed was for an alien to fall on him and transfer his powers to him before dying.",TV-MA,29,2.0
4611,The Orbital Children,the orbital children,Yes,1/28/22,300000,192.0,100000,2022,SHOW,"['scifi', 'animation', 'drama', 'fantasy']",['JP'],6.4,564.0,11.016,7.6,"In 2045, two children born on the moon and three kids from Earth try to survive after an accident on their space station leaves them stranded.",TV-14,32,2.0
4612,The Toys That Made Us,the toys that made us,Yes,11/15/19,300000,181.0,100000,2017,SHOW,"['documentation', 'comedy', 'history']",['US'],8.0,5651.0,5.924,7.7,The minds behind history's most iconic toy franchises discuss the rise -- and sometimes fall -- of their billion-dollar creations.,TV-14,45,3.0
4614,Three Days of Christmas,three days of christmas,Yes,12/6/19,300000,175.0,100000,2019,SHOW,['drama'],[],6.8,1249.0,5.236,6.8,"Four sisters celebrate Christmas in their family home at 3 different times in their lives: teen-hood, adulthood and elderly age.",Unkown,58,1.0
4616,Vampire in the Garden,vampire in the garden,Yes,5/16/22,300000,132.0,100000,2022,SHOW,"['drama', 'scifi', 'action', 'animation', 'fantasy', 'thriller']",['JP'],6.7,848.0,7.973,7.8,"Once, vampires and humans lived in harmony. Now, a young girl and a vampire queen will search for that Paradise once again. In the divided world of the future, two girls want to do the forbidden: the human wants to play the violin, and the vampire wants to see a wider world.",TV-14,26,1.0
4617,We Are the Wave,we are the wave,Yes,11/1/19,300000,301.0,100000,2019,SHOW,['drama'],['DE'],6.2,2687.0,8.768,6.0,"A mysterious classmate leads four idealistic teens in a revolt against a rising tide of nationalistic fervor, but their movement takes a dark turn.",Unkown,49,1.0
4618,Wormwood,wormwood,Yes,12/15/17,300000,260.0,100000,2017,SHOW,"['crime', 'documentation', 'drama', 'fantasy']",['US'],7.0,4239.0,1.898,6.2,"In this genre-bending tale, Errol Morris explores the mysterious death of a U.S. scientist entangled in a secret Cold War program known as MK-Ultra.",TV-14,43,1.0
4620,A Perfect Crime,a perfect crime,Yes,9/25/20,200000,170.0,100000,2020,SHOW,"['documentation', 'crime']",['DE'],7.3,1394.0,6.559,7.6,"In April 1991, Detlev Rohwedder, the head of Treuhand, the East German Privatization and Restructuring Agency, was assassinated in Dusseldorf. This documentary details the strange evidence recovered.",Unkown,43,1.0
4621,Anitta: Made in Honório,anitta,Yes,12/15/20,200000,181.0,100000,2020,SHOW,"['documentation', 'music']",['BR'],6.9,409.0,2.634,5.5,"In this intimate documentary, Brazilian pop queen Anitta opens up about fame, family and her fierce work ethic, revealing the woman behind the hits.",TV-MA,30,1.0
4622,Aunty Donna's Big Ol House of Fun,aunty donnas big ol house of fun,Yes,11/11/20,200000,121.0,100000,2020,SHOW,['comedy'],['AU'],7.9,6318.0,4.316,7.5,"Comedy trio Aunty Donna showcase their uniquely absurd and offbeat style through an array of sketches, songs and eclectic characters.",TV-MA,20,1.0
4623,Basketball or Nothing,basketball or nothing,Yes,8/2/19,200000,200.0,100000,2019,SHOW,"['documentation', 'sport']",['US'],7.4,623.0,3.315,8.3,the lives of the Chinle High School boys' basketball team based on the Navajo Nation reservation in Arizona.,TV-PG,34,1.0
